IT8.7/1
ORIGINATOR	"Wolf Faust"
DESCRIPTOR	"Velvia 100, 100F, Astia 100F, Provia 400X and Sensia 100 (Emul. 687 or higher), Type 3, L* a* b* (light D50, viewing angle 2)"
MANUFACTURER	"Wolf Faust - http://www.coloraid.de"
CREATED	"May 04, 2013"
DIFFUSE_GEOMETRY	"opal"
SERIAL	"N130501 Batch Average Data"
MATERIAL	"Fujichrome Velvia 100(F) + Provia 400X + Sensia 100 + Astia 100F (N3)"
Note: XYZ/Lab/LCh data was calculated from the spectral data below and may differ from mean XYZ/Lab/LCh data provided elsewhere.
ID	Name	X	Y	Z	L	a	b	C	h	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm	750nm	760nm	770nm	780nm
137	G5   	  9.75	 12.56	 11.09	 42.09	-17.45	 -2.28	 17.60	 187.45	0.00454187	0.00902197	0.05084488	0.10525192	0.11373561	0.10475554	0.09870097	0.10196526	0.11843655	0.15125753	0.19764880	0.23686924	0.24486908	0.22295339	0.18930088	0.15486227	0.12510730	0.10400942	0.09389727	0.09500699	0.10387697	0.11127696	0.10861539	0.09755028	0.08503899	0.07413160	0.06576232	0.06168318	0.06374616	0.07558406	0.10323730	0.15357417	0.23080711	0.32909835	0.43614418	0.53835056	0.62869349	0.70221329	0.76179956	0.80700916	0.84436571
138	G6   	  8.23	 12.61	 12.04	 42.16	-30.58	 -5.00	 30.98	 189.29	0.00498965	0.00963392	0.05133836	0.10760507	0.11860593	0.11145624	0.10665833	0.11120257	0.12930062	0.16452475	0.21422160	0.25733261	0.26903039	0.24952295	0.21587750	0.17839429	0.14382813	0.11759764	0.10184020	0.09554246	0.09346384	0.08763562	0.07463016	0.05948135	0.04742398	0.03878857	0.03271416	0.02950793	0.03022815	0.03712352	0.05502146	0.09126893	0.15382337	0.24306205	0.34987442	0.45988035	0.56229886	0.64901592	0.72058784	0.77591568	0.82141022
139	G7   	  6.78	 12.50	 12.81	 41.99	-43.56	 -7.50	 44.20	 189.77	0.00513925	0.00948012	0.05005466	0.10625325	0.11968801	0.11518414	0.11236890	0.11848144	0.13837237	0.17587169	0.22865321	0.27560816	0.29145638	0.27530163	0.24226973	0.20135361	0.16081045	0.12768598	0.10417629	0.08832594	0.07465453	0.05853249	0.04127880	0.02783378	0.01966201	0.01480287	0.01169017	0.01004428	0.01015898	0.01300819	0.02158768	0.04193393	0.08364634	0.15377026	0.25022948	0.36121168	0.47297788	0.57347588	0.65970715	0.72852710	0.78527968
140	G8   	  5.77	 13.39	 13.93	 43.34	-60.25	 -8.21	 60.80	 187.76	0.00558590	0.00894852	0.04537271	0.09870926	0.11583092	0.11644960	0.11779575	0.12732248	0.15083017	0.19287824	0.25212058	0.30823978	0.33507660	0.32908207	0.30014938	0.25315039	0.19888951	0.14909759	0.10771777	0.07405873	0.04608264	0.02468273	0.01166522	0.00567781	0.00339743	0.00239282	0.00179381	0.00146773	0.00140881	0.00170376	0.00321923	0.00818643	0.02289036	0.05813403	0.12352682	0.21866789	0.33222655	0.44750017	0.55428015	0.64468028	0.72044107
141	G9   	 26.59	 30.87	 26.44	 62.40	-12.48	 -1.69	 12.60	 187.70	0.01007018	0.01832841	0.09972016	0.22408604	0.26994915	0.27459847	0.27401632	0.28289402	0.30888318	0.35220840	0.40506548	0.44452439	0.45030972	0.42869404	0.39513998	0.35373288	0.31266546	0.28235114	0.26716983	0.26738416	0.27877389	0.29026605	0.28946647	0.27454406	0.25367767	0.23309448	0.21781256	0.21282960	0.22002395	0.24392297	0.29019606	0.35991760	0.44792618	0.54006961	0.62626199	0.69848111	0.75795535	0.80301621	0.83907859	0.86537027	0.88787992
142	G10  	 23.54	 30.69	 27.87	 62.24	-24.76	 -4.39	 25.14	 190.05	0.01104049	0.01892836	0.10049558	0.22738562	0.27749380	0.28600521	0.28836359	0.29933751	0.32698336	0.37171017	0.42612765	0.46794298	0.47753674	0.46075466	0.43105740	0.39004744	0.34609508	0.31047652	0.28677849	0.27345657	0.26476409	0.25189255	0.22907959	0.20055547	0.17449765	0.15342496	0.13833973	0.13169459	0.13524260	0.15334708	0.19226579	0.25612583	0.34393803	0.44389541	0.54375666	0.63216955	0.70675874	0.76457950	0.81057937	0.84447466	0.87260872
143	G11  	 21.44	 31.06	 29.09	 62.56	-35.72	 -5.84	 36.19	 189.28	0.01129423	0.01895388	0.10055652	0.22882400	0.28220111	0.29420705	0.29935566	0.31247583	0.34194469	0.38844542	0.44517961	0.49044627	0.50509091	0.49451770	0.46992023	0.43005105	0.38323066	0.34164111	0.30789874	0.27938197	0.25080137	0.21742882	0.17978505	0.14491908	0.11849970	0.09961522	0.08664030	0.08032089	0.08191510	0.09502847	0.12569461	0.18020385	0.26156195	0.36179499	0.46852860	0.56800349	0.65480914	0.72413517	0.77992696	0.82164877	0.85596820
144	G12  	 17.74	 32.62	 32.47	 63.85	-59.81	 -8.89	 60.47	 188.46	0.01250411	0.01945132	0.09756498	0.22679985	0.29017558	0.31437630	0.32997014	0.35091364	0.38615809	0.43684487	0.49758144	0.54955629	0.57625059	0.58288636	0.57442285	0.54006126	0.48526307	0.42231824	0.35122680	0.27232660	0.19221542	0.12335150	0.07432324	0.04544211	0.03050166	0.02231351	0.01734299	0.01470486	0.01454465	0.01794399	0.02834866	0.05227941	0.09937519	0.17552086	0.27680747	0.39005811	0.50178160	0.59993791	0.68293759	0.74819288	0.80103069
145	G13  	 35.73	 48.90	 55.16	 75.39	-34.78	-17.30	 38.85	 206.44	0.02136617	0.03257972	0.16179944	0.39387845	0.53369501	0.60635372	0.64893877	0.67641187	0.69865968	0.71228495	0.71925849	0.71900499	0.70743733	0.69406199	0.68165598	0.65486766	0.61692087	0.57801114	0.53228244	0.47303455	0.40297481	0.33201246	0.26783967	0.21550875	0.17750194	0.15053882	0.13234857	0.12374556	0.12580875	0.14241723	0.17966880	0.24227295	0.33000164	0.43176323	0.53433668	0.62575111	0.70284419	0.76260480	0.80995995	0.84455757	0.87284354
146	G14  	 36.19	 22.71	 44.17	 54.78	 55.60	-40.36	 68.70	 324.02	0.01857498	0.03048093	0.16300466	0.39838897	0.53381069	0.59156320	0.60925265	0.60335356	0.58179436	0.53730298	0.47097557	0.38893602	0.29684687	0.21294567	0.15248927	0.11331480	0.08891129	0.07636382	0.07754602	0.09880111	0.15191094	0.24436119	0.36126749	0.46936564	0.54868310	0.60334110	0.65259227	0.70872374	0.76046724	0.79923976	0.82712541	0.84780597	0.86504704	0.87794340	0.89004627	0.89933080	0.90871685	0.91533313	0.92255030	0.92716107	0.93391839
147	G15  	 61.41	 65.71	 11.86	 84.85	 -4.49	 69.11	 69.26	 93.72	0.00212671	0.00753097	0.04784891	0.09210835	0.08995879	0.07599614	0.06892085	0.07294018	0.09288701	0.13958157	0.22585481	0.34307837	0.45996960	0.55535728	0.62355585	0.65784330	0.66983285	0.67887417	0.68611488	0.68806172	0.69181509	0.70790723	0.73133200	0.74516487	0.74657238	0.74490309	0.75754646	0.79118655	0.82764564	0.85450341	0.87291402	0.88655022	0.89830675	0.90697167	0.91533220	0.92143520	0.92785993	0.93215702	0.93708906	0.93972171	0.94429930
148	G16  	  9.20	  9.85	  8.38	 37.57	 -2.44	 -0.96	  2.63	 201.49	0.00358394	0.00757579	0.04323498	0.08700556	0.09042620	0.08019792	0.07362221	0.07536768	0.08821579	0.11501385	0.15321834	0.18378144	0.18522263	0.16058774	0.12895334	0.10087019	0.07917948	0.06518828	0.06054469	0.06672671	0.08341233	0.10379273	0.11616225	0.11617726	0.10928974	0.10023429	0.09230710	0.08891857	0.09285279	0.10860190	0.14281203	0.20155481	0.28654710	0.38841795	0.49401264	0.59080374	0.67387508	0.73959880	0.79185638	0.83049699	0.86265926
149	G17  	 26.23	 16.29	  6.25	 47.35	 50.90	 24.62	 56.54	 25.81	0.00132684	0.00596279	0.03920028	0.07614200	0.07422974	0.06169136	0.05398601	0.05415557	0.06375653	0.08532973	0.11665202	0.14059717	0.13805301	0.11353117	0.08615716	0.06523377	0.05123106	0.04400186	0.04580300	0.06275365	0.10741114	0.19168702	0.30703054	0.42128986	0.51037719	0.57418903	0.63003495	0.69008708	0.74415374	0.78455338	0.81366766	0.83541971	0.85351750	0.86753291	0.88062416	0.89107715	0.90158832	0.90968294	0.91776139	0.92335390	0.93102153
150	G18  	 28.41	 43.26	 12.26	 71.73	-45.42	 45.32	 64.16	 135.06	0.00373077	0.00839003	0.04681921	0.09192209	0.09342626	0.08214297	0.07653946	0.08161285	0.10273986	0.14992966	0.23377818	0.34279504	0.44603615	0.52546671	0.57664595	0.59147863	0.57879118	0.55467589	0.51896113	0.46769254	0.40426091	0.33824183	0.27692610	0.22558770	0.18755031	0.16014039	0.14162385	0.13303373	0.13550362	0.15290022	0.19142478	0.25533163	0.34359281	0.44465770	0.54541966	0.63477781	0.70962463	0.76792829	0.81391053	0.84758736	0.87541342
151	G19  	 15.05	 13.30	 42.49	 43.22	 13.94	-58.21	 59.86	 283.47	0.01841306	0.02801058	0.14122425	0.34781700	0.47549771	0.53986897	0.56934321	0.57569891	0.56509311	0.53125401	0.47586374	0.40407762	0.31981600	0.23943986	0.17762044	0.13335924	0.10247146	0.08304430	0.07508634	0.07869923	0.09153217	0.10532846	0.10976871	0.10372418	0.09362748	0.08343389	0.07516556	0.07119640	0.07387414	0.08708682	0.11719756	0.17073770	0.25100730	0.35076043	0.45726793	0.55723760	0.64473480	0.71513846	0.77202351	0.81478674	0.85031210
152	G20  	  2.22	  4.98	  1.81	 26.67	-41.73	 17.60	 45.29	 157.13	0.00125125	0.00202636	0.00837779	0.01332765	0.01054242	0.00742158	0.00619712	0.00676891	0.00998682	0.01909415	0.04035190	0.07386732	0.10401220	0.11495022	0.10730320	0.08925403	0.06887835	0.05206978	0.04114254	0.03525116	0.03097355	0.02487713	0.01723916	0.01115402	0.00759841	0.00555456	0.00422078	0.00358060	0.00358161	0.00481952	0.00907368	0.02062071	0.04809693	0.10154480	0.18487878	0.29096774	0.40579209	0.51477666	0.61132610	0.69050939	0.75654414
153	G21  	  4.38	  7.93	  6.41	 33.84	-36.47	  0.58	 36.47	 179.08	0.00260263	0.00557137	0.02978221	0.05793821	0.05842301	0.05076317	0.04668218	0.04920502	0.06108158	0.08698090	0.12878879	0.17138582	0.18993515	0.17920859	0.15310314	0.12285666	0.09506979	0.07401714	0.06120149	0.05542002	0.05230692	0.04639944	0.03640049	0.02653959	0.01970623	0.01532719	0.01230706	0.01071414	0.01093461	0.01409299	0.02336729	0.04493184	0.08836430	0.16021585	0.25768160	0.36868554	0.47957434	0.57890073	0.66376158	0.73152016	0.78740024
154	G22  	  1.15	  1.51	  3.39	 12.70	 -9.60	-19.54	 21.77	 243.84	0.00196478	0.00389725	0.02103804	0.04053981	0.04015050	0.03401377	0.03035305	0.03094361	0.03682416	0.04898959	0.06471020	0.07205973	0.06197039	0.04238998	0.02612012	0.01607733	0.01022269	0.00694872	0.00561096	0.00601334	0.00771309	0.00925559	0.00907997	0.00758428	0.00605858	0.00489587	0.00397667	0.00344925	0.00359778	0.00494089	0.00944716	0.02148488	0.04980045	0.10441511	0.18883425	0.29546712	0.41040221	0.51907265	0.61489393	0.69328973	0.75834015
155	H1   	  2.02	  2.41	  2.60	 17.53	 -6.65	 -5.37	  8.55	 218.91	0.00188988	0.00317997	0.01763684	0.03175204	0.02882474	0.02253653	0.01925013	0.01968317	0.02477618	0.03645877	0.05502996	0.07028880	0.06893079	0.05350494	0.03693365	0.02498680	0.01722743	0.01262784	0.01100550	0.01255485	0.01732866	0.02309172	0.02580490	0.02446961	0.02157005	0.01856889	0.01598115	0.01462128	0.01544113	0.01999763	0.03207489	0.05846689	0.10891583	0.18768558	0.28948096	0.40101410	0.50950067	0.60468225	0.68482945	0.74808355	0.80008614
156	H2   	  1.82	  2.39	  3.37	 17.41	-10.95	-11.26	 15.71	 225.80	0.00216971	0.00382980	0.02110424	0.03957644	0.03779891	0.03109286	0.02728828	0.02797210	0.03419143	0.04778934	0.06786335	0.08223121	0.07762926	0.05881013	0.03996780	0.02669500	0.01812950	0.01305432	0.01103358	0.01200365	0.01552295	0.01916354	0.01984870	0.01762074	0.01482385	0.01234509	0.01036063	0.00923257	0.00961475	0.01273520	0.02163968	0.04230847	0.08462322	0.15526907	0.25197182	0.36277229	0.47423412	0.57435391	0.66006266	0.72858161	0.78524592
157	H3   	  1.74	  2.49	  4.21	 17.87	-14.95	-15.79	 21.74	 226.58	0.00248197	0.00439741	0.02425256	0.04699976	0.04696469	0.04012506	0.03613835	0.03711262	0.04458092	0.06015971	0.08166165	0.09544418	0.08818297	0.06625817	0.04497057	0.02995961	0.02018719	0.01427157	0.01169325	0.01203882	0.01437723	0.01622631	0.01535632	0.01260373	0.01001308	0.00800003	0.00646633	0.00566353	0.00594328	0.00797490	0.01435413	0.03012096	0.06485348	0.12709967	0.21757344	0.32632238	0.43954606	0.54392247	0.63472960	0.70837896	0.76938166
158	H4   	  1.51	  2.60	  6.16	 18.35	-22.97	-24.99	 33.95	 227.41	0.00324053	0.00524079	0.02790549	0.05798496	0.06358566	0.05954703	0.05708339	0.05983430	0.07021939	0.08919255	0.11249440	0.12395952	0.11103205	0.08280230	0.05608798	0.03667885	0.02360091	0.01542204	0.01096311	0.00902643	0.00790001	0.00606457	0.00384443	0.00226705	0.00148592	0.00106236	0.00079528	0.00059829	0.00065140	0.00090246	0.00204044	0.00570582	0.01761830	0.04809727	0.10781740	0.19843524	0.30992921	0.42570421	0.53448987	0.62798530	0.70691482
159	H5   	  8.25	  9.86	 10.96	 37.59	-10.68	 -9.64	 14.39	 222.07	0.00491445	0.00925207	0.05190005	0.10825706	0.11830737	0.10982413	0.10360499	0.10629895	0.12145284	0.15062925	0.18922928	0.21628444	0.21163704	0.18122690	0.14509500	0.11327513	0.08841258	0.07183885	0.06483687	0.06795127	0.07897986	0.09021699	0.09264607	0.08600812	0.07644900	0.06728690	0.06004516	0.05645626	0.05858010	0.06994932	0.09662104	0.14552580	0.22169842	0.31947409	0.42700094	0.53029216	0.62221996	0.69734830	0.75821676	0.80459864	0.84282298
160	H6   	  7.13	  9.54	 13.70	 37.00	-18.53	-18.55	 26.22	 225.03	0.00599297	0.01058801	0.05909768	0.12761591	0.14607136	0.14162990	0.13732194	0.14146915	0.15838878	0.18845562	0.22495093	0.24631157	0.23447284	0.19812855	0.15766521	0.12222401	0.09419659	0.07490757	0.06505553	0.06402469	0.06814203	0.07003903	0.06442369	0.05417973	0.04468306	0.03726653	0.03178191	0.02890970	0.02984263	0.03681076	0.05475179	0.09095733	0.15371125	0.24295012	0.34990142	0.45993876	0.56242477	0.64906236	0.72064712	0.77599504	0.82156875
161	H7   	  6.39	  9.57	 17.72	 37.07	-26.35	-28.28	 38.65	 227.02	0.00811230	0.01272815	0.06699808	0.15035665	0.18227255	0.18654822	0.18735023	0.19473901	0.21386745	0.24358443	0.27543080	0.28871045	0.26831986	0.22522027	0.17932553	0.13831982	0.10481857	0.08056824	0.06578498	0.05847714	0.05383937	0.04641724	0.03555193	0.02542324	0.01868038	0.01434568	0.01146057	0.00989076	0.01009007	0.01305202	0.02177618	0.04223456	0.08428712	0.15470789	0.25144938	0.36247743	0.47421380	0.57429919	0.66022283	0.72878415	0.78535036
162	H8   	  6.03	 10.07	 23.11	 37.96	-34.16	-37.81	 50.95	 227.90	0.00973651	0.01405841	0.06941496	0.16396092	0.21477299	0.23763505	0.25231039	0.26855147	0.29186698	0.31968755	0.34395819	0.34807118	0.32047746	0.27222665	0.21983898	0.16852955	0.12299307	0.08742604	0.06192528	0.04375971	0.02911479	0.01678737	0.00839763	0.00427979	0.00267163	0.00195032	0.00147308	0.00120039	0.00120731	0.00144370	0.00273986	0.00699106	0.02019401	0.05283913	0.11533382	0.20836138	0.32121149	0.43708257	0.54515981	0.63737319	0.71473666
163	H9   	 27.87	 30.77	 28.58	 62.32	 -6.99	 -5.43	  8.86	 217.84	0.01135375	0.01955569	0.10701188	0.24292595	0.29682241	0.30543953	0.30647702	0.31540663	0.34011078	0.37939723	0.42469166	0.45404118	0.44965983	0.41994891	0.38129485	0.33784202	0.29687064	0.26778620	0.25501456	0.25948153	0.27763943	0.29818473	0.30656980	0.29821743	0.28087853	0.26171919	0.24724000	0.24350671	0.25231657	0.27799585	0.32599131	0.39627468	0.48275296	0.57096322	0.65197815	0.71888698	0.77373000	0.81493185	0.84791539	0.87196651	0.89274394
164	H10  	 26.97	 30.94	 32.54	 62.45	-11.16	-11.40	 15.95	 225.60	0.01320310	0.02157878	0.11629295	0.26871067	0.33641173	0.35403367	0.36007887	0.37093735	0.39499041	0.42986307	0.46695592	0.48703952	0.47535148	0.44148050	0.40069617	0.35525858	0.31201184	0.28036479	0.26415996	0.26325008	0.27298129	0.28228281	0.27935900	0.26300229	0.24162975	0.22097635	0.20564831	0.20033456	0.20697395	0.23018990	0.27563724	0.34498012	0.43352512	0.52742385	0.61598464	0.69084611	0.75266059	0.79957974	0.83678057	0.86397271	0.88689888
165	H11  	 25.80	 30.86	 36.85	 62.39	-15.69	-17.73	 23.67	 228.48	0.01509720	0.02390039	0.12563748	0.29473236	0.37800392	0.40701145	0.41980936	0.43322229	0.45580135	0.48416998	0.51088500	0.52036585	0.50087583	0.46282596	0.42003715	0.37251831	0.32660272	0.29178815	0.27117070	0.26356006	0.26329623	0.26012549	0.24567226	0.22199492	0.19772434	0.17678960	0.16144435	0.15513020	0.15971294	0.17975933	0.22129090	0.28754959	0.37608057	0.47405642	0.56969885	0.65289687	0.72247940	0.77630258	0.81913509	0.85075410	0.87722046
166	H12  	 23.12	 31.44	 50.76	 62.87	-29.35	-34.10	 44.99	 229.29	0.02057237	0.03014193	0.14919474	0.36538400	0.49976539	0.57200491	0.61426134	0.63928804	0.65509131	0.65728053	0.64716921	0.62448313	0.58565988	0.54021495	0.49481533	0.44195828	0.38635077	0.33782563	0.29726440	0.26122623	0.22452017	0.18423525	0.14343116	0.10940163	0.08580998	0.06987983	0.05920119	0.05378173	0.05463644	0.06457337	0.08924436	0.13571444	0.20973069	0.30700384	0.41597943	0.52199385	0.61689445	0.69428537	0.75708107	0.80450814	0.84332220
167	H13  	 32.89	 46.46	 54.71	 73.85	-37.90	-19.48	 42.61	 207.21	0.02164883	0.03226079	0.15873468	0.38685403	0.52579800	0.59930325	0.64311933	0.67166626	0.69443897	0.70800906	0.71446029	0.71326295	0.70049484	0.68573685	0.67142349	0.64203584	0.60065288	0.55728445	0.50645022	0.44212717	0.36737127	0.29285879	0.22736696	0.17638607	0.14122670	0.11727896	0.10126893	0.09343091	0.09477142	0.10871281	0.14142921	0.19869569	0.28282024	0.38474664	0.49149569	0.58959860	0.67394808	0.74034374	0.79318665	0.83206516	0.86391303
168	H14  	 33.08	 19.15	 41.82	 50.86	 61.82	-44.17	 75.98	 324.46	0.01804152	0.02926719	0.15875657	0.38890489	0.52167225	0.57732517	0.59187552	0.58130776	0.55312052	0.50024562	0.42498018	0.33615528	0.24254526	0.16263290	0.10908833	0.07712355	0.05855617	0.04938790	0.05063590	0.06798316	0.11373986	0.19929804	0.31547664	0.42961293	0.51743280	0.57944918	0.63374302	0.69288096	0.74660882	0.78730386	0.81724126	0.83986457	0.85880406	0.87301366	0.88611037	0.89594708	0.90587397	0.91306302	0.92070983	0.92571065	0.93274656
169	H15  	 60.48	 64.08	  8.76	 84.01	 -3.07	 77.73	 77.79	 92.26	0.00100101	0.00515861	0.03469313	0.06342132	0.05782351	0.04589075	0.04029496	0.04307224	0.05779356	0.09451897	0.16928067	0.28166215	0.40445811	0.51180308	0.59173247	0.63516131	0.65292069	0.66521815	0.67458361	0.67860776	0.68458708	0.70279974	0.72788538	0.74296114	0.74537541	0.74453391	0.75799429	0.79231518	0.82913177	0.85610860	0.87431127	0.88764454	0.89895122	0.90723496	0.91529682	0.92115108	0.92735751	0.93164681	0.93654710	0.93935635	0.94397669
170	H16  	  5.69	  6.10	  5.16	 29.65	 -2.13	 -0.65	  2.23	 196.98	0.00256284	0.00511373	0.02990930	0.05727500	0.05597431	0.04680041	0.04152388	0.04249281	0.05147894	0.07121824	0.10114248	0.12621970	0.12744208	0.10698441	0.08173176	0.06090445	0.04576283	0.03633476	0.03331084	0.03772936	0.04985441	0.06511463	0.07458310	0.07480198	0.06982176	0.06327112	0.05740443	0.05456750	0.05712020	0.06871428	0.09556183	0.14484918	0.22165530	0.32064418	0.42966138	0.53454457	0.62744031	0.70306599	0.76381174	0.80949297	0.84700573
171	H17  	 22.74	 12.86	  3.58	 42.55	 56.54	 30.70	 64.34	 28.50	0.00059511	0.00372898	0.02644865	0.04845685	0.04372173	0.03373159	0.02821520	0.02816029	0.03441251	0.04898319	0.07168764	0.08987250	0.08795592	0.06937773	0.04967247	0.03571767	0.02701932	0.02274366	0.02418220	0.03609758	0.07035198	0.14248433	0.25190215	0.37013831	0.46850368	0.54160770	0.60406838	0.66811730	0.72516011	0.76843308	0.80032291	0.82461339	0.84483013	0.86051913	0.87493678	0.88626997	0.89738901	0.90612784	0.91489045	0.92102449	0.92912477
172	H18  	 24.89	 39.61	  8.99	 69.19	-48.82	 51.35	 70.85	 133.55	0.00281711	0.00624057	0.03411870	0.06346652	0.06045696	0.05022615	0.04550265	0.04907139	0.06487381	0.10263280	0.17626705	0.28172585	0.39087703	0.48053112	0.54053692	0.56101053	0.55024597	0.52491529	0.48646336	0.43233005	0.36615158	0.29779670	0.23567416	0.18577549	0.15054232	0.12610857	0.10964834	0.10176738	0.10349438	0.11838058	0.15254209	0.21157787	0.29677802	0.39851272	0.50348241	0.59933957	0.68109491	0.74570578	0.79686516	0.83489123	0.86591169
173	H19  	 11.85	  9.69	 39.93	 37.27	 18.97	-65.17	 67.88	 286.23	0.01810602	0.02645834	0.13326712	0.32994550	0.45403843	0.51795543	0.54671918	0.55085106	0.53563740	0.49486000	0.43139181	0.35275533	0.26554163	0.18700852	0.13038688	0.09291822	0.06836918	0.05341632	0.04730476	0.04982205	0.05917966	0.06899304	0.07138198	0.06608038	0.05828265	0.05084227	0.04475179	0.04167410	0.04321172	0.05246999	0.07506919	0.11837289	0.18894793	0.28388126	0.39210273	0.49924587	0.59622879	0.67657855	0.74216899	0.79220615	0.83360264
174	H20  	  1.15	  1.83	  2.63	 14.57	-17.59	-10.68	 20.58	 211.27	0.00184417	0.00296282	0.01642321	0.03018267	0.02810736	0.02258705	0.01968979	0.02037385	0.02564577	0.03736852	0.05559314	0.06994642	0.06759187	0.05164729	0.03495856	0.02298716	0.01519415	0.01051896	0.00846213	0.00864943	0.01026016	0.01137227	0.01040716	0.00824768	0.00638499	0.00503294	0.00398289	0.00343129	0.00361789	0.00496457	0.00947433	0.02140654	0.04961776	0.10406636	0.18819540	0.29448087	0.40905894	0.51760242	0.61340562	0.69186245	0.75727749
175	H21  	  3.82	  6.50	  9.95	 30.64	-30.58	-18.37	 35.67	 211.00	0.00447093	0.00751481	0.04233539	0.08959392	0.10007287	0.09524301	0.09195699	0.09610023	0.11135348	0.13953335	0.17626773	0.20152407	0.19602815	0.16572741	0.12968861	0.09728732	0.07139677	0.05307822	0.04225221	0.03734071	0.03458464	0.02973087	0.02226396	0.01540069	0.01101007	0.00827679	0.00645045	0.00549443	0.00562442	0.00743203	0.01335559	0.02815162	0.06134068	0.12198564	0.21137327	0.32027519	0.43445360	0.54028549	0.63253099	0.70727342	0.76913869
176	H22  	  1.26	  0.58	  1.67	  5.22	 26.24	-17.95	 31.79	 325.63	0.00166960	0.00303608	0.01818321	0.03439519	0.03272816	0.02595329	0.02123961	0.01944973	0.01996072	0.02118022	0.02023445	0.01457052	0.00725163	0.00258976	0.00091610	0.00038750	0.00017209	0.00011538	0.00012694	0.00029614	0.00108811	0.00376175	0.00952670	0.01675664	0.02240381	0.02501865	0.02538894	0.02560111	0.02822423	0.03639646	0.05574586	0.09406479	0.15922040	0.25038397	0.35776277	0.46696264	0.56781648	0.65298915	0.72337522	0.77802165	0.82319618
177	I1   	  3.35	  3.58	  5.37	 22.23	 -1.64	-14.53	 14.62	 263.54	0.00305267	0.00557956	0.03146359	0.06254206	0.06353926	0.05498232	0.04958309	0.05027421	0.05859256	0.07567914	0.09795320	0.11009661	0.09921104	0.07379129	0.05026877	0.03418457	0.02399393	0.01798393	0.01598861	0.01837400	0.02539518	0.03423548	0.03925977	0.03858831	0.03511650	0.03101614	0.02730755	0.02537641	0.02669306	0.03358384	0.05075029	0.08568017	0.14671716	0.23464559	0.34082332	0.45097232	0.55414683	0.64198332	0.71450151	0.77095478	0.81738068
178	I2   	  3.52	  3.65	  8.04	 22.48	 -0.00	-25.70	 25.70	 269.99	0.00430705	0.00738580	0.04236197	0.08910580	0.09743987	0.09004940	0.08416514	0.08494665	0.09447613	0.11209643	0.13076459	0.13376963	0.11212978	0.07919408	0.05216390	0.03470861	0.02394962	0.01772555	0.01553751	0.01752740	0.02359036	0.03092774	0.03441967	0.03297185	0.02940135	0.02556458	0.02219044	0.02039929	0.02135746	0.02712044	0.04209216	0.07353147	0.13026273	0.21465379	0.31922021	0.42992700	0.53523925	0.62600917	0.70166435	0.76084260	0.80950449
179	I3   	  3.55	  3.67	 11.98	 22.54	  0.21	-38.65	 38.65	 270.30	0.00612946	0.00984262	0.05450832	0.12089867	0.14259814	0.14117544	0.13744972	0.13917754	0.14899139	0.16387913	0.17416480	0.16419550	0.12994414	0.08855004	0.05705832	0.03729609	0.02525031	0.01818710	0.01524944	0.01601021	0.01957635	0.02296417	0.02278752	0.01971027	0.01633009	0.01349111	0.01124413	0.01000341	0.01038804	0.01363242	0.02286494	0.04435165	0.08776524	0.15963960	0.25708374	0.36789646	0.47884226	0.57799381	0.66275261	0.73027228	0.78627519
180	I4   	  4.00	  3.92	 19.91	 23.40	  3.27	-56.56	 56.66	 273.31	0.00903892	0.01294973	0.06577699	0.15839024	0.21082255	0.23485734	0.24752203	0.25670071	0.26546378	0.26810725	0.25596013	0.22116771	0.16668410	0.11175936	0.07149163	0.04555084	0.02909125	0.01894515	0.01336326	0.01073845	0.00905470	0.00676557	0.00418504	0.00242482	0.00164521	0.00127172	0.00097615	0.00078179	0.00080860	0.00100060	0.00209857	0.00579198	0.01754454	0.04780058	0.10722047	0.19764074	0.30919193	0.42518698	0.53424746	0.62787758	0.70688781
181	I5   	 11.92	 12.60	 13.59	 42.15	 -1.54	 -9.35	  9.48	 260.66	0.00576886	0.01059490	0.06246651	0.13364220	0.14973937	0.14202000	0.13536193	0.13818556	0.15452379	0.18517759	0.22346232	0.24747405	0.23794526	0.20300191	0.16362511	0.12953943	0.10317093	0.08607741	0.08018389	0.08692465	0.10548912	0.12777233	0.14086241	0.14027876	0.13203358	0.12146611	0.11238186	0.10864709	0.11321659	0.13077855	0.16792259	0.22963059	0.31580927	0.41581050	0.51698145	0.60794092	0.68561387	0.74697730	0.79608765	0.83267642	0.86356649
182	I6   	 12.21	 12.64	 18.06	 42.21	  0.15	-20.15	 20.15	 270.41	0.00804281	0.01373161	0.07741476	0.17192388	0.20272758	0.20115446	0.19657768	0.20001692	0.21631892	0.24361304	0.27242956	0.28158528	0.25685936	0.21121280	0.16616258	0.12955675	0.10215335	0.08460296	0.07831935	0.08440812	0.10172604	0.12225800	0.13349220	0.13170852	0.12299738	0.11247078	0.10351719	0.09965599	0.10377865	0.12045145	0.15615273	0.21627533	0.30152796	0.40179523	0.50448916	0.59775336	0.67785224	0.74126884	0.79202054	0.82987477	0.86162869
