IT8.7/1
ORIGINATOR	"Wolf Faust"
DESCRIPTOR	"Ektachrome, Type 3, L* a* b* (light D50, viewing angle 2)"
MANUFACTURER	"Wolf Faust - http://www.coloraid.de"
CREATED	"November 16, 2013"
DIFFUSE_GEOMETRY	"opal"
SERIAL	"E131102 Batch Average Data"
MATERIAL	"For Kodak Ektachrome Product Family (K3)"
Note: XYZ/Lab/LCh data was calculated from the spectral data below and may differ from mean XYZ/Lab/LCh data provided elsewhere.
ID	Name	X	Y	Z	L	a	b	C	h	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm	750nm	760nm	770nm	780nm
45	C1   	  6.04	  5.95	  3.23	 29.29	  3.33	 10.16	 10.69	 71.87	0.00326638	0.00843212	0.02591157	0.03962416	0.03563823	0.02796910	0.02470829	0.02640835	0.03246885	0.04393677	0.06061508	0.07712926	0.08457438	0.08009137	0.06844632	0.05515163	0.04513459	0.03986726	0.03895916	0.04300170	0.05353857	0.06957065	0.08355704	0.08869284	0.08545945	0.07838699	0.07158331	0.06718291	0.06639289	0.06990557	0.07842667	0.09340702	0.11666352	0.15014283	0.19557107	0.25435883	0.32545584	0.40530991	0.48936256	0.57255257	0.65131426
46	C2   	  6.57	  5.98	  2.02	 29.37	  8.66	 20.11	 21.90	 66.71	0.00223175	0.00598097	0.01775694	0.02531416	0.02090545	0.01523319	0.01296767	0.01388628	0.01788608	0.02641373	0.04035236	0.05670506	0.06746712	0.06800155	0.06066866	0.05044554	0.04225469	0.03809989	0.03810460	0.04324561	0.05582016	0.07546381	0.09416870	0.10353583	0.10289137	0.09682591	0.09001796	0.08544468	0.08466006	0.08867126	0.09852036	0.11563634	0.14156195	0.17793094	0.22603333	0.28685920	0.35874503	0.43780097	0.51959290	0.59935975	0.67402805
47	C3   	  7.00	  5.98	  1.10	 29.36	 13.04	 30.72	 33.38	 66.99	0.00137745	0.00396279	0.01014209	0.01307248	0.00962662	0.00639357	0.00518526	0.00563832	0.00776229	0.01290826	0.02280357	0.03698668	0.04985744	0.05548732	0.05326597	0.04656683	0.04029127	0.03720201	0.03794499	0.04393014	0.05797005	0.08012855	0.10222456	0.11472434	0.11613064	0.11093288	0.10430938	0.09965611	0.09898622	0.10348100	0.11421626	0.13270756	0.16037784	0.19854580	0.24825394	0.31014656	0.38225274	0.46046592	0.54050835	0.61778318	0.68968305
48	C4   	  7.67	  6.04	  0.36	 29.52	 18.84	 44.02	 47.88	 66.83	0.00060079	0.00124129	0.00256861	0.00263935	0.00152100	0.00084477	0.00065034	0.00078381	0.00118717	0.00253190	0.00616886	0.01409512	0.02566732	0.03641554	0.04184976	0.04142276	0.03878849	0.03754745	0.03946209	0.04665327	0.06257408	0.08780739	0.11362822	0.12920078	0.13241649	0.12789473	0.12134809	0.11661246	0.11603315	0.12098295	0.13276006	0.15267503	0.18216963	0.22228839	0.27364432	0.33655340	0.40864455	0.48593121	0.56393760	0.63851243	0.70732767
49	C5   	 23.57	 22.64	 11.02	 54.70	  7.87	 19.68	 21.19	 68.20	0.00720729	0.02006797	0.06894280	0.11811016	0.12055549	0.10646175	0.09959465	0.10408615	0.11911787	0.14571676	0.18178580	0.21699178	0.23672335	0.23769112	0.22561655	0.20545719	0.18702292	0.17718506	0.17764621	0.19092535	0.22119613	0.26517811	0.30387036	0.32300302	0.32389241	0.31433506	0.30222981	0.29289621	0.28945905	0.29392216	0.30716908	0.33003114	0.36244635	0.40379270	0.45313488	0.50929807	0.56949861	0.63036205	0.68904654	0.74284101	0.79146683
50	C6   	 25.73	 22.88	  6.20	 54.95	 16.07	 37.94	 41.20	 67.04	0.00386510	0.01323385	0.04380194	0.06865816	0.06340052	0.05134032	0.04579854	0.04801061	0.05827884	0.07923846	0.11227322	0.15125963	0.18249503	0.19761068	0.19768548	0.18640893	0.17399464	0.16852368	0.17308576	0.19162442	0.23042765	0.28781337	0.34343900	0.37919881	0.39328941	0.39276611	0.38599030	0.37938657	0.37720354	0.38214508	0.39523191	0.41727599	0.44786133	0.48617007	0.53092014	0.58079332	0.63335787	0.68568197	0.73546915	0.78063850	0.82150227
51	C7   	 27.61	 22.81	  3.07	 54.88	 24.05	 55.42	 60.41	 66.54	0.00173622	0.00743736	0.02330759	0.03232540	0.02615918	0.01894927	0.01593598	0.01691273	0.02233733	0.03516218	0.05910355	0.09379856	0.12974163	0.15593079	0.16774033	0.16598748	0.15996209	0.15862487	0.16657914	0.18911656	0.23445209	0.30275438	0.37307214	0.42433275	0.45191334	0.46151833	0.46155473	0.45882797	0.45860964	0.46392479	0.47611706	0.49623096	0.52369318	0.55758065	0.59668499	0.63986402	0.68496283	0.72951641	0.77174333	0.80981467	0.84444080
52	C8   	 30.86	 23.15	  0.72	 55.23	 35.00	 81.56	 88.75	 66.77	0.00009555	0.00090583	0.00297723	0.00297964	0.00168730	0.00092500	0.00077520	0.00097630	0.00160511	0.00356695	0.00929199	0.02376537	0.05021191	0.08475906	0.11683761	0.13679356	0.14641800	0.15469030	0.16911508	0.19770279	0.25133391	0.33215563	0.41843612	0.48636900	0.52910906	0.55123094	0.56042111	0.56360740	0.56614843	0.57161437	0.58161288	0.59733916	0.61851860	0.64449957	0.67451875	0.70778661	0.74260995	0.77723302	0.81015318	0.84004629	0.86748490
53	C9   	 40.71	 41.06	 27.38	 70.22	  3.48	 10.18	 10.76	 71.14	0.01562214	0.03832495	0.13757781	0.26122554	0.29946095	0.29351379	0.29026309	0.30086711	0.32336611	0.35662993	0.39549131	0.42760570	0.43972649	0.43498476	0.42149838	0.39834483	0.37511292	0.36126301	0.35885995	0.37061990	0.40139841	0.44638749	0.48221461	0.49579222	0.49147433	0.47784775	0.46229791	0.44983142	0.44352519	0.44511185	0.45529507	0.47438337	0.50174630	0.53631956	0.57678252	0.62190405	0.66929582	0.71637921	0.76105696	0.80153873	0.83786817
54	C10  	 41.52	 40.73	 23.13	 69.99	  6.93	 17.37	 18.70	 68.24	0.01325984	0.03430067	0.12245553	0.22675909	0.25281023	0.24191562	0.23591074	0.24439390	0.26633277	0.30146932	0.34521354	0.38488241	0.40561617	0.40816066	0.39969147	0.38022554	0.35995934	0.34893450	0.34981747	0.36614845	0.40360874	0.45789847	0.50439861	0.52795251	0.53159942	0.52362653	0.51181674	0.50130376	0.49570291	0.49713349	0.50629006	0.52359762	0.54838014	0.57962498	0.61617811	0.65679551	0.69940854	0.74160816	0.78169194	0.81792459	0.85052559
55	C11  	 42.84	 40.85	 19.10	 70.07	 10.55	 25.60	 27.68	 67.61	0.01095541	0.03005903	0.10664110	0.19208987	0.20745121	0.19309607	0.18533008	0.19196639	0.21274795	0.24850563	0.29590882	0.34249353	0.37231662	0.38332544	0.38115186	0.36625203	0.34936516	0.34122299	0.34531175	0.36590640	0.40981090	0.47342783	0.53112264	0.56567665	0.57867434	0.57785903	0.57086779	0.56310649	0.55855319	0.55962826	0.56717863	0.58191755	0.60312106	0.62995102	0.66139979	0.69647734	0.73326870	0.76979697	0.80458814	0.83604943	0.86469514
56	C12  	 47.56	 41.15	  8.57	 70.28	 23.18	 54.75	 59.46	 67.06	0.00456080	0.01665623	0.05655118	0.08992328	0.08460406	0.06991271	0.06285687	0.06537811	0.07860721	0.10635949	0.15141093	0.20774329	0.25988413	0.29733651	0.31754350	0.31965563	0.31486560	0.31603398	0.32950318	0.36241080	0.42541979	0.51774821	0.61140884	0.68347430	0.73123681	0.75993512	0.77519855	0.78183218	0.78374088	0.78365677	0.78327410	0.78444938	0.78795339	0.79449440	0.80443883	0.81767256	0.83341610	0.85069126	0.86839487	0.88531195	0.90191029
57	C13  	 55.57	 63.30	 55.80	 83.60	-13.21	 -3.83	 13.76	 196.16	0.02863486	0.06124894	0.22215457	0.45940113	0.58193473	0.62392868	0.64868579	0.67258598	0.69439600	0.71322761	0.72922723	0.73775415	0.73238469	0.72527755	0.72338828	0.71012598	0.68744644	0.66321996	0.63729405	0.61275301	0.59641397	0.58828611	0.57113699	0.54044717	0.50452151	0.47023570	0.44196882	0.42189305	0.41125303	0.41047532	0.41976729	0.43902810	0.46753719	0.50409736	0.54740852	0.59604261	0.64736066	0.69849145	0.74700534	0.79105629	0.82979424
58	C14  	 62.96	 57.99	 51.53	 80.73	 16.83	 -4.17	 17.34	 346.10	0.02769863	0.06266146	0.22871829	0.46378387	0.57383702	0.60095696	0.61658513	0.63589993	0.64920509	0.65352754	0.64950882	0.63487279	0.60500300	0.57117903	0.54263272	0.51275056	0.48837341	0.47798306	0.48277635	0.50677449	0.55843999	0.63461912	0.70618475	0.75496294	0.78320436	0.79729632	0.80219827	0.80159870	0.79840634	0.79471446	0.79183667	0.79119564	0.79335288	0.79898300	0.80822749	0.82097700	0.83624028	0.85311223	0.87059017	0.88734267	0.90329244
59	C15  	 71.54	 74.20	 39.94	 89.02	 -0.02	 24.04	 24.04	 90.04	0.02095982	0.05075295	0.18351054	0.35707966	0.42177750	0.42574764	0.42640486	0.43905983	0.46670915	0.51024973	0.56552373	0.62014566	0.66050074	0.69208632	0.72066429	0.73272511	0.73225827	0.72980575	0.72780443	0.73167022	0.75180308	0.78920690	0.81955448	0.83183904	0.83250685	0.82722959	0.81904313	0.80997755	0.80149521	0.79451371	0.78964973	0.78803321	0.78992136	0.79559987	0.80501363	0.81801652	0.83371470	0.85112565	0.86915361	0.88630523	0.90251829
60	C16  	 43.75	 45.40	 35.87	 73.15	 -0.07	  2.21	  2.21	 91.70	0.01976975	0.04602172	0.16600424	0.32625833	0.38932685	0.39508635	0.39856491	0.41330664	0.43594064	0.46445808	0.49426097	0.51474373	0.51522112	0.50232571	0.48484254	0.45884050	0.43256693	0.41528489	0.40844260	0.41433104	0.43724921	0.47236604	0.49701400	0.50029801	0.48801614	0.46887383	0.44983001	0.43524708	0.42770851	0.42885195	0.43902044	0.45860089	0.48682709	0.52262807	0.56471291	0.61161429	0.66097723	0.70995983	0.75638682	0.79826093	0.83556597
61	C17  	 58.98	 54.66	 36.28	 78.85	 15.61	 11.44	 19.36	 36.24	0.01985003	0.04904286	0.17732373	0.34364070	0.40365416	0.40417108	0.40385154	0.41631738	0.43782678	0.46632372	0.49714576	0.51964001	0.52283023	0.51308939	0.49938931	0.47840087	0.45903479	0.45144191	0.45829216	0.48420171	0.53796796	0.61654440	0.69118028	0.74300081	0.77368744	0.78964334	0.79588984	0.79632444	0.79402672	0.79090051	0.78832084	0.78794630	0.79030868	0.79613403	0.80546131	0.81828397	0.83376459	0.85086156	0.86864040	0.88548440	0.90189127
62	C18  	 52.60	 61.20	 39.87	 82.48	-15.96	 12.86	 20.49	 141.14	0.02096020	0.04802964	0.17304807	0.34220362	0.41169144	0.42225231	0.42757427	0.44307724	0.47168646	0.51387388	0.56549410	0.61432915	0.64706701	0.66977373	0.68814615	0.68827541	0.67349943	0.65371613	0.63066934	0.60821004	0.59352376	0.58670326	0.57056525	0.54068037	0.50536427	0.47143881	0.44343274	0.42346506	0.41287309	0.41223243	0.42146986	0.44062596	0.46889312	0.50518119	0.54805391	0.59626641	0.64722531	0.69796895	0.74639560	0.79032422	0.82921500
63	C19  	 47.69	 49.19	 50.36	 75.57	  0.73	-11.77	 11.80	 273.55	0.02685304	0.05876906	0.21267719	0.43568407	0.54605137	0.57870843	0.59884786	0.62106136	0.63690371	0.64359746	0.64167706	0.62846963	0.59948219	0.56580777	0.53620244	0.50307721	0.47246258	0.45201766	0.44199966	0.44402466	0.46219302	0.49167683	0.51049772	0.50888550	0.49327839	0.47206708	0.45183785	0.43647817	0.42847493	0.42917862	0.43892873	0.45797126	0.48562596	0.52074820	0.56204147	0.60830110	0.65709555	0.70568756	0.75195228	0.79401890	0.83152344
64	C20  	 12.17	  8.85	  1.19	 35.69	 27.99	 40.49	 49.22	 55.34	0.00134601	0.00425080	0.01161736	0.01461131	0.01064438	0.00702394	0.00564711	0.00607937	0.00834557	0.01379018	0.02417925	0.03916348	0.05288390	0.05922744	0.05752925	0.05126840	0.04564310	0.04368903	0.04667240	0.05725341	0.08100950	0.12115387	0.16796422	0.20524018	0.22558919	0.23173394	0.23050083	0.22827763	0.22949697	0.23690138	0.25208750	0.27646886	0.31048285	0.35385179	0.40597894	0.46584716	0.53067077	0.59673201	0.66074437	0.71978071	0.77331383
65	C21  	 21.87	 20.21	 10.64	 52.08	 11.51	 16.33	 19.98	 54.82	0.00728954	0.01992807	0.06832910	0.11694071	0.11922382	0.10502553	0.09819971	0.10266784	0.11696025	0.14159569	0.17395960	0.20360546	0.21698093	0.21213867	0.19604883	0.17450205	0.15652947	0.14763192	0.14889803	0.16280847	0.19389094	0.23997968	0.28281569	0.30710262	0.31241209	0.30605909	0.29603748	0.28794376	0.28542111	0.29037567	0.30405832	0.32725973	0.36007047	0.40189914	0.45181681	0.50871565	0.56963613	0.63108168	0.69009328	0.74421974	0.79300015
66	C22  	 27.45	 23.03	 10.39	 55.10	 22.44	 22.36	 31.68	 44.89	0.00699954	0.02033658	0.06997547	0.11818403	0.11869641	0.10321156	0.09565839	0.09964821	0.11344669	0.13760284	0.16956231	0.19912072	0.21276011	0.20833984	0.19288563	0.17257263	0.15648014	0.15018660	0.15538383	0.17590304	0.21909526	0.28511877	0.35380755	0.40423970	0.43138253	0.44065930	0.44043216	0.43766442	0.43738649	0.44287109	0.45547173	0.47603897	0.50414277	0.53895542	0.57918257	0.62373385	0.67037761	0.71651300	0.76053980	0.80037479	0.83660990
67	D1   	  3.95	  4.16	  2.30	 24.18	 -0.91	  8.61	  8.66	 96.03	0.00261910	0.00651033	0.01921491	0.02850673	0.02474367	0.01873703	0.01640621	0.01769195	0.02227877	0.03137729	0.04490328	0.05894906	0.06573743	0.06232724	0.05255146	0.04138935	0.03302956	0.02849294	0.02730302	0.02968890	0.03656372	0.04688083	0.05515221	0.05687099	0.05293309	0.04695849	0.04173252	0.03857546	0.03814829	0.04064973	0.04675476	0.05784565	0.07586517	0.10310758	0.14209159	0.19542939	0.26334504	0.34307291	0.43044074	0.51977292	0.60619382
68	D2   	  3.96	  4.24	  1.45	 24.46	 -1.95	 17.77	 17.88	 96.25	0.00185456	0.00456302	0.01238222	0.01698908	0.01357240	0.00960995	0.00813704	0.00882409	0.01178378	0.01836152	0.02989312	0.04458032	0.05570988	0.05815631	0.05282510	0.04391650	0.03616848	0.03169269	0.03039456	0.03274778	0.03960130	0.04969317	0.05730211	0.05800826	0.05336445	0.04689785	0.04141588	0.03809111	0.03749394	0.03981983	0.04586218	0.05697929	0.07491671	0.10196269	0.14079764	0.19402472	0.26186574	0.34171498	0.42910721	0.51856143	0.60516514
69	D3   	  3.90	  4.20	  0.81	 24.31	 -2.14	 26.72	 26.80	 94.57	0.00128987	0.00278826	0.00662693	0.00814091	0.00585674	0.00375313	0.00307562	0.00339418	0.00489030	0.00872111	0.01661839	0.02925760	0.04248959	0.05029264	0.05025687	0.04462296	0.03822636	0.03410814	0.03285759	0.03513029	0.04171998	0.05119840	0.05777292	0.05748201	0.05206326	0.04523474	0.03963827	0.03624612	0.03564261	0.03781526	0.04362560	0.05441516	0.07194557	0.09845559	0.13671179	0.18943208	0.25701813	0.33678253	0.42443554	0.51442239	0.60171044
70	D4   	  3.88	  4.19	  0.40	 24.30	 -2.37	 34.31	 34.39	 93.95	0.00091392	0.00135191	0.00248618	0.00265414	0.00161883	0.00089508	0.00075910	0.00089611	0.00137209	0.00287193	0.00682669	0.01549839	0.02829729	0.04042128	0.04661582	0.04573983	0.04156709	0.03811635	0.03687423	0.03885306	0.04484963	0.05316429	0.05797347	0.05596707	0.04944542	0.04217000	0.03647618	0.03312130	0.03239378	0.03439570	0.03986785	0.05009522	0.06674409	0.09228426	0.12955287	0.18134558	0.24847520	0.32843095	0.41677964	0.50808394	0.59665109
71	D5   	 17.49	 18.30	  8.98	 49.86	 -0.81	 18.04	 18.06	 92.58	0.00619318	0.01660203	0.05626144	0.09499704	0.09532087	0.08289975	0.07706239	0.08101532	0.09453213	0.11911019	0.15372455	0.18896329	0.21053216	0.21376699	0.20331494	0.18389547	0.16512339	0.15364771	0.15067852	0.15774779	0.17720898	0.20510880	0.22590115	0.22998339	0.22078465	0.20598710	0.19197936	0.18235263	0.17909957	0.18314780	0.19545591	0.21705350	0.24866696	0.29056035	0.34256525	0.40428661	0.47309938	0.54491646	0.61589927	0.68253940	0.74335888
72	D6   	 17.25	 18.17	  4.84	 49.70	 -1.46	 35.56	 35.59	 92.35	0.00373479	0.01033415	0.03247929	0.04973999	0.04480214	0.03557940	0.03152294	0.03341717	0.04198183	0.06036493	0.09127539	0.13084205	0.16642068	0.18789851	0.19315496	0.18410676	0.17061522	0.16135713	0.15913542	0.16629412	0.18546886	0.21254382	0.23190315	0.23433926	0.22374874	0.20798514	0.19344747	0.18347857	0.18002799	0.18396807	0.19631257	0.21798843	0.24972314	0.29178967	0.34404239	0.40596661	0.47492631	0.54685268	0.61792108	0.68456816	0.74524802
73	D7   	 17.22	 18.15	  2.40	 49.67	 -1.51	 51.75	 51.78	 91.67	0.00213633	0.00556412	0.01538981	0.02069294	0.01617198	0.01137958	0.00956723	0.01038731	0.01442650	0.02452732	0.04556651	0.07993352	0.12120898	0.15779095	0.18027121	0.18465558	0.17865304	0.17256628	0.17123628	0.17800772	0.19569224	0.22019283	0.23604463	0.23507755	0.22195136	0.20465916	0.18924018	0.17884981	0.17520401	0.17901793	0.19121553	0.21276878	0.24438659	0.28643231	0.33873778	0.40091321	0.47033378	0.54288248	0.61451994	0.68183800	0.74312729
74	D8   	 17.00	 18.16	  0.89	 49.69	 -2.78	 69.04	 69.10	 92.30	0.00065979	0.00147089	0.00312405	0.00316602	0.00190058	0.00111560	0.00095762	0.00119420	0.00193802	0.00416511	0.01082681	0.02816619	0.06155342	0.10821171	0.15482389	0.18492805	0.19599982	0.19758953	0.19763184	0.20152368	0.21285811	0.22788816	0.23274439	0.22211116	0.20252013	0.18170884	0.16483117	0.15395473	0.15009420	0.15344620	0.16488073	0.18549899	0.21617249	0.25755789	0.30987080	0.37301867	0.44439144	0.51973003	0.59478437	0.66579031	0.73050723
75	D9   	 46.52	 48.43	 23.65	 75.10	 -0.51	 25.19	 25.20	 91.16	0.01335891	0.03428144	0.12146439	0.22443676	0.24966140	0.23890153	0.23272426	0.24100578	0.26506846	0.30615358	0.36087694	0.41628422	0.45590993	0.47853491	0.48850472	0.48143249	0.46650264	0.45579599	0.45303753	0.46203809	0.48872702	0.52893808	0.55910208	0.56738718	0.55934929	0.54349500	0.52660526	0.51291938	0.50528350	0.50523953	0.51320641	0.52959225	0.55354024	0.58401300	0.61977350	0.65964407	0.70155792	0.74313031	0.78264344	0.81854440	0.85082130
76	D10  	 46.56	 48.79	 13.39	 75.32	 -1.36	 48.35	 48.37	 91.61	0.00760879	0.02197595	0.07512803	0.12774729	0.12927840	0.11418603	0.10642197	0.11063501	0.12953065	0.16776019	0.22768598	0.30129361	0.37131729	0.42813340	0.46807222	0.48305459	0.48141888	0.47752416	0.47767894	0.48718248	0.51321536	0.55242565	0.58138138	0.58851109	0.57977895	0.56352060	0.54638354	0.53241375	0.52446128	0.52399052	0.53140329	0.54697797	0.56988267	0.59914711	0.63348425	0.67177480	0.71214018	0.75214923	0.79019106	0.82475034	0.85581105
77	D11  	 45.76	 48.23	  6.82	 74.97	 -2.10	 69.72	 69.76	 91.73	0.00382988	0.01226890	0.03892060	0.05894919	0.05264022	0.04180834	0.03692913	0.03885992	0.04982147	0.07540803	0.12332070	0.19529213	0.28054016	0.36518138	0.43602984	0.47733938	0.49261873	0.49717257	0.49972306	0.50749884	0.52886432	0.56169498	0.58364129	0.58444730	0.57079074	0.55110443	0.53172754	0.51656279	0.50805076	0.50747040	0.51521614	0.53155290	0.55556121	0.58615204	0.62187775	0.66177166	0.70361990	0.74514368	0.78463686	0.82053623	0.85277987
78	D12  	 45.40	 48.27	  1.80	 75.00	 -3.24	 101.02	 101.08	 91.84	0.00023721	0.00157496	0.00431691	0.00475200	0.00307147	0.00192486	0.00174713	0.00212930	0.00343705	0.00722637	0.01857035	0.04912395	0.11323661	0.21740778	0.34655545	0.46159612	0.53579553	0.57260889	0.58330661	0.58122102	0.58063155	0.58544087	0.57908605	0.55601039	0.52480215	0.49348284	0.46703452	0.44814752	0.43823025	0.43783344	0.44703120	0.46588900	0.49347721	0.52856209	0.56978129	0.61585812	0.66436805	0.71251816	0.75814945	0.79955702	0.83657449
79	D13  	 49.42	 58.87	 54.99	 81.22	-18.90	 -7.07	 20.18	 200.50	0.02843768	0.05931895	0.21420922	0.44518108	0.56722887	0.61124677	0.63793286	0.66316994	0.68583316	0.70514490	0.72116763	0.72915521	0.72291218	0.71441247	0.71018565	0.69362946	0.66610124	0.63537340	0.60154942	0.56739120	0.53907159	0.51693151	0.48696514	0.44697484	0.40537009	0.36835109	0.33930220	0.31968336	0.31005283	0.31056470	0.32133535	0.34255130	0.37381869	0.41438228	0.46317855	0.51905516	0.57911172	0.63990067	0.69809818	0.75156090	0.79884250
80	D14  	 56.82	 49.25	 48.29	 75.61	 24.34	 -9.35	 26.07	 338.99	0.02660466	0.06070521	0.22155417	0.44751661	0.55043417	0.57261414	0.58602885	0.60481943	0.61495192	0.61226032	0.59792838	0.57102480	0.52859238	0.48201952	0.44153988	0.40412594	0.37687449	0.36647284	0.37379908	0.40282204	0.46266574	0.55099608	0.63905926	0.70489064	0.74715469	0.77156950	0.78357807	0.78773233	0.78788747	0.78647222	0.78524240	0.78583918	0.78905011	0.79550452	0.80534424	0.81857993	0.83433635	0.85159921	0.86927005	0.88628497	0.90245372
81	D15  	 69.92	 72.85	 31.14	 88.38	 -0.70	 35.43	 35.44	 91.14	0.01663524	0.04227756	0.15115776	0.28426375	0.32296116	0.31552888	0.31007775	0.31937477	0.34764668	0.39745229	0.46558995	0.53881478	0.60058473	0.65160884	0.69496382	0.71746606	0.72343570	0.72457481	0.72461249	0.72946131	0.75021447	0.78804175	0.81899321	0.83188070	0.83303044	0.82836018	0.82054247	0.81170848	0.80340650	0.79647081	0.79162522	0.78977178	0.79132056	0.79663634	0.80568042	0.81840597	0.83385190	0.85099959	0.86872287	0.88588211	0.90218014
82	D16  	 32.57	 33.81	 26.58	 64.81	 -0.12	  2.24	  2.24	 93.15	0.01539497	0.03674763	0.13160370	0.25204246	0.29123333	0.28698248	0.28526942	0.29678149	0.31838055	0.34830199	0.38103652	0.40468095	0.40721299	0.39299697	0.37095036	0.34174595	0.31461150	0.29760257	0.29174547	0.29870365	0.32162390	0.35525187	0.37910353	0.38257758	0.37067890	0.35219416	0.33420480	0.32107134	0.31532203	0.31819946	0.33057717	0.35284477	0.38474177	0.42564766	0.47435533	0.52967732	0.58875080	0.64821244	0.70510608	0.75719943	0.80359918
83	D17  	 51.06	 44.49	 26.69	 72.55	 22.82	 15.39	 27.52	 34.00	0.01546740	0.04001106	0.14373483	0.26924633	0.30368037	0.29297513	0.28694781	0.29599748	0.31635108	0.34605876	0.37980454	0.40555239	0.41082461	0.39953961	0.38096037	0.35663345	0.33670919	0.33013306	0.33966111	0.37037351	0.43197452	0.52277412	0.61473709	0.68510758	0.73136643	0.75895720	0.77336069	0.77930029	0.78062295	0.78016199	0.77956999	0.78069079	0.78430176	0.79097528	0.80100261	0.81439099	0.83028988	0.84773967	0.86568906	0.88306083	0.89990124
84	D18  	 45.01	 55.58	 31.66	 79.38	-23.25	 19.12	 30.10	 140.57	0.01717914	0.03960893	0.14103599	0.27239856	0.31881973	0.31936002	0.31934309	0.33190830	0.36123863	0.40951232	0.47294264	0.53797295	0.58838359	0.62596396	0.65404873	0.65889959	0.64413864	0.62070562	0.59134125	0.56021385	0.53418010	0.51382049	0.48527633	0.44633417	0.40537517	0.36868948	0.33990863	0.32047977	0.31097261	0.31150830	0.32227567	0.34338926	0.37452256	0.41489845	0.46340741	0.51882977	0.57853356	0.63887400	0.69687797	0.75013641	0.79756250
85	D19  	 37.93	 38.84	 46.91	 68.64	  1.56	-19.76	 19.82	 274.50	0.02562101	0.05488212	0.19906325	0.40895879	0.51320500	0.54360592	0.56356358	0.58636656	0.60042239	0.60173233	0.59108278	0.56723011	0.52687916	0.48145089	0.44039069	0.39946917	0.36500620	0.34308232	0.33306353	0.33562259	0.35336356	0.38064841	0.39747431	0.39464082	0.37822609	0.35688330	0.33721737	0.32305253	0.31659363	0.31892769	0.33071482	0.35243381	0.38375275	0.42391116	0.47171100	0.52599855	0.58408091	0.64269864	0.69900986	0.75086136	0.79740371
86	D20  	  2.89	  2.90	  1.11	 19.62	  1.78	 13.91	 14.02	 82.73	0.00165114	0.00391882	0.01039753	0.01401568	0.01096982	0.00756776	0.00639776	0.00697261	0.00927361	0.01434949	0.02301805	0.03362007	0.04065814	0.04046635	0.03475799	0.02743429	0.02178607	0.01881555	0.01820859	0.02032101	0.02606085	0.03497245	0.04265706	0.04499033	0.04233707	0.03772469	0.03358647	0.03100812	0.03070543	0.03286978	0.03826902	0.04832808	0.06472046	0.08989688	0.12668521	0.17808249	0.24486904	0.32476073	0.41342292	0.50509405	0.59432465
87	D21  	 31.34	 28.52	  1.52	 60.36	 14.67	 78.78	 80.13	 79.45	0.00054899	0.00279098	0.00737528	0.00864387	0.00579717	0.00360963	0.00293930	0.00333337	0.00513253	0.01026528	0.02342532	0.05156664	0.09695000	0.15233880	0.20310114	0.23473058	0.24849619	0.25629984	0.26705255	0.28816004	0.32723798	0.38135138	0.42792165	0.45155488	0.45478838	0.44632341	0.43433419	0.42435918	0.41997907	0.42308029	0.43451174	0.45481927	0.48350221	0.51934445	0.56104004	0.60745215	0.65615534	0.70454062	0.75058951	0.79250948	0.83043617
88	D22  	 40.80	 43.66	 48.84	 72.00	 -3.96	-16.19	 16.67	 256.24	0.02607275	0.05598745	0.20290354	0.41767013	0.52593958	0.55959520	0.58096167	0.60414796	0.62029148	0.62635276	0.62288955	0.60750724	0.57579709	0.53889737	0.50547451	0.46869533	0.43449025	0.41016613	0.39542541	0.39107100	0.39983810	0.41658726	0.42235521	0.41009515	0.38698387	0.36133321	0.33903444	0.32334851	0.31598986	0.31781288	0.32926902	0.35077458	0.38198352	0.42210162	0.47007444	0.52465496	0.58308884	0.64198139	0.69862792	0.75084036	0.79740875
89	E1   	  5.25	  6.01	  3.30	 29.43	 -6.30	  9.92	 11.75	 122.41	0.00316278	0.00787301	0.02433397	0.03778163	0.03428251	0.02719243	0.02423242	0.02602148	0.03230637	0.04457519	0.06292017	0.08224634	0.09295847	0.09092476	0.08001377	0.06583027	0.05412187	0.04715377	0.04457802	0.04656046	0.05367378	0.06394391	0.07053390	0.06939438	0.06266729	0.05466568	0.04808510	0.04411237	0.04331781	0.04581551	0.05230049	0.06408845	0.08298441	0.11139728	0.15164078	0.20606176	0.27453250	0.35428884	0.44087320	0.52891854	0.61376639
90	E2   	  4.94	  6.11	  2.17	 29.69	-11.26	 19.34	 22.38	 120.21	0.00230341	0.00541796	0.01575220	0.02290889	0.01936841	0.01445811	0.01252273	0.01353449	0.01781900	0.02728700	0.04372241	0.06494510	0.08234392	0.08878985	0.08438233	0.07320324	0.06191804	0.05430772	0.05072431	0.05146431	0.05665572	0.06398869	0.06703681	0.06300556	0.05481974	0.04642220	0.04001670	0.03624458	0.03535175	0.03733011	0.04300835	0.05349275	0.07057848	0.09669030	0.13440561	0.18646188	0.25327875	0.33252273	0.41976171	0.50948333	0.59672969
